codigo,categoria,unidad,descripcion_corta,descripcion_detallada,mano_de_obra,maquinaria,materiales_y_otros,precio_total,tags,tipo,fecha
P26PMC040,P/TUBERIA DE FUNDICIÓN DÚCTIL,ud,Codo FD j.elástica 1/4 D=125mm,Codo FD j.elástica 1/4 D=125mm,0.0,0.0,65.55,65.55,"elástico, codo, ",Básico,2004-05-01
P26PMC050,P/TUBERIA DE FUNDICIÓN DÚCTIL,ud,Codo FD j.elástica 1/4 D=150mm,Codo FD j.elástica 1/4 D=150mm,0.0,0.0,76.78,76.78,"codo, elástico, ",Básico,2004-05-01
P26PMC060,P/TUBERIA DE FUNDICIÓN DÚCTIL,ud,Codo FD j.elástica 1/4 D=200mm,Codo FD j.elástica 1/4 D=200mm,0.0,0.0,100.0,100.0,"elástico, codo, ",Básico,2004-05-01
P26PMC070,P/TUBERIA DE FUNDICIÓN DÚCTIL,ud,Codo FD j.elástica 1/4 D=250mm,Codo FD j.elástica 1/4 D=250mm,0.0,0.0,182.6,182.6,"codo, elástico, ",Básico,2004-05-01
P26PMC080,P/TUBERIA DE FUNDICIÓN DÚCTIL,ud,Codo FD j.elástica 1/4 D=300mm,Codo FD j.elástica 1/4 D=300mm,0.0,0.0,294.4,294.4,"codo, elástico, ",Básico,2004-05-01
P26PMC090,P/TUBERIA DE FUNDICIÓN DÚCTIL,ud,Codo FD j.elástica 1/4 D=350mm,Codo FD j.elástica 1/4 D=350mm,0.0,0.0,437.57,437.57,"elástico, codo, ",Básico,2004-05-01
P26PMC100,P/TUBERIA DE FUNDICIÓN DÚCTIL,ud,Codo FD j.elástica 1/4 D=400mm,Codo FD j.elástica 1/4 D=400mm,0.0,0.0,511.6,511.6,"elástico, codo, ",Básico,2004-05-01
P26PMC110,P/TUBERIA DE FUNDICIÓN DÚCTIL,ud,Codo FD j.elástica 1/4 D=450mm,Codo FD j.elástica 1/4 D=450mm,0.0,0.0,614.36,614.36,"elástico, codo, ",Básico,2004-05-01
P26PMC120,P/TUBERIA DE FUNDICIÓN DÚCTIL,ud,Codo FD j.elástica 1/4 D=500mm,Codo FD j.elástica 1/4 D=500mm,0.0,0.0,877.85,877.85,"elástico, codo, ",Básico,2004-05-01
P26PMC130,P/TUBERIA DE FUNDICIÓN DÚCTIL,ud,Codo FD j.elástica 1/4 D=600mm,Codo FD j.elástica 1/4 D=600mm,0.0,0.0,1277.66,1277.66,"elástico, codo, ",Básico,2004-05-01
P26PMC140,P/TUBERIA DE FUNDICIÓN DÚCTIL,ud,Codo FD j.elástica 1/8 D=60mm,Codo FD j.elástica 1/8 D=60mm,0.0,0.0,34.18,34.18,"codo, elástico, ",Básico,2004-05-01
P26PMC150,P/TUBERIA DE FUNDICIÓN DÚCTIL,ud,Codo FD j.elástica 1/8 D=80mm,Codo FD j.elástica 1/8 D=80mm,0.0,0.0,36.99,36.99,"elástico, codo, ",Básico,2004-05-01
P26PMC160,P/TUBERIA DE FUNDICIÓN DÚCTIL,ud,Codo FD j.elástica 1/8 D=100mm,Codo FD j.elástica 1/8 D=100mm,0.0,0.0,47.07,47.07,"codo, elástico, ",Básico,2004-05-01
P26PMC170,P/TUBERIA DE FUNDICIÓN DÚCTIL,ud,Codo FD j.elástica 1/8 D=125mm,Codo FD j.elástica 1/8 D=125mm,0.0,0.0,65.55,65.55,"elástico, codo, ",Básico,2004-05-01
P26PMC180,P/TUBERIA DE FUNDICIÓN DÚCTIL,ud,Codo FD j.elástica 1/8 D=150mm,Codo FD j.elástica 1/8 D=150mm,0.0,0.0,76.78,76.78,"codo, elástico, ",Básico,2004-05-01
P26PMC190,P/TUBERIA DE FUNDICIÓN DÚCTIL,ud,Codo FD j.elástica 1/8 D=200mm,Codo FD j.elástica 1/8 D=200mm,0.0,0.0,95.33,95.33,"codo, elástico, ",Básico,2004-05-01
P26PMC200,P/TUBERIA DE FUNDICIÓN DÚCTIL,ud,Codo FD j.elástica 1/8 D=250mm,Codo FD j.elástica 1/8 D=250mm,0.0,0.0,182.6,182.6,"elástico, codo, ",Básico,2004-05-01
P26PMC210,P/TUBERIA DE FUNDICIÓN DÚCTIL,ud,Codo FD j.elástica 1/8 D=300mm,Codo FD j.elástica 1/8 D=300mm,0.0,0.0,288.84,288.84,"elástico, codo, ",Básico,2004-05-01
P26PMC220,P/TUBERIA DE FUNDICIÓN DÚCTIL,ud,Codo FD j.elástica 1/8 D=350mm,Codo FD j.elástica 1/8 D=350mm,0.0,0.0,354.87,354.87,"elástico, codo, ",Básico,2004-05-01
P26PMC230,P/TUBERIA DE FUNDICIÓN DÚCTIL,ud,Codo FD j.elástica 1/8 D=400mm,Codo FD j.elástica 1/8 D=400mm,0.0,0.0,418.98,418.98,"elástico, codo, ",Básico,2004-05-01
P26PMC240,P/TUBERIA DE FUNDICIÓN DÚCTIL,ud,Codo FD j.elástica 1/8 D=450mm,Codo FD j.elástica 1/8 D=450mm,0.0,0.0,487.55,487.55,"elástico, codo, ",Básico,2004-05-01
P26PMC250,P/TUBERIA DE FUNDICIÓN DÚCTIL,ud,Codo FD j.elástica 1/8 D=500mm,Codo FD j.elástica 1/8 D=500mm,0.0,0.0,731.56,731.56,"codo, elástico, ",Básico,2004-05-01
P26PMC260,P/TUBERIA DE FUNDICIÓN DÚCTIL,ud,Codo FD j.elástica 1/8 D=600mm,Codo FD j.elástica 1/8 D=600mm,0.0,0.0,1064.72,1064.72,"elástico, codo, ",Básico,2004-05-01
P26PMC270,P/TUBERIA DE FUNDICIÓN DÚCTIL,ud,Codo FD j.elástica 1/16 D=60mm,Codo FD j.elástica 1/16 D=60mm,0.0,0.0,34.18,34.18,"codo, elástico, ",Básico,2004-05-01
P26PMC280,P/TUBERIA DE FUNDICIÓN DÚCTIL,ud,Codo FD j.elástica 1/16 D=80mm,Codo FD j.elástica 1/16 D=80mm,0.0,0.0,36.99,36.99,"elástico, codo, ",Básico,2004-05-01
P26PMC290,P/TUBERIA DE FUNDICIÓN DÚCTIL,ud,Codo FD j.elástica 1/16 D=100mm,Codo FD j.elástica 1/16 D=100mm,0.0,0.0,47.07,47.07,"elástico, codo, ",Básico,2004-05-01
P26PMC300,P/TUBERIA DE FUNDICIÓN DÚCTIL,ud,Codo FD j.elástica 1/16 D=125mm,Codo FD j.elástica 1/16 D=125mm,0.0,0.0,65.55,65.55,"elástico, codo, ",Básico,2004-05-01
P26PMC310,P/TUBERIA DE FUNDICIÓN DÚCTIL,ud,Codo FD j.elástica 1/16 D=150mm,Codo FD j.elástica 1/16 D=150mm,0.0,0.0,76.78,76.78,"elástico, codo, ",Básico,2004-05-01
P26PMC320,P/TUBERIA DE FUNDICIÓN DÚCTIL,ud,Codo FD j.elástica 1/16 D=200mm,Codo FD j.elástica 1/16 D=200mm,0.0,0.0,95.33,95.33,"elástico, codo, ",Básico,2004-05-01
P26PMC330,P/TUBERIA DE FUNDICIÓN DÚCTIL,ud,Codo FD j.elástica 1/16 D=250mm,Codo FD j.elástica 1/16 D=250mm,0.0,0.0,182.6,182.6,"elástico, codo, ",Básico,2004-05-01
P26PMC340,P/TUBERIA DE FUNDICIÓN DÚCTIL,ud,Codo FD j.elástica 1/16 D=300mm,Codo FD j.elástica 1/16 D=300mm,0.0,0.0,288.84,288.84,"elástico, codo, ",Básico,2004-05-01
P26PMC350,P/TUBERIA DE FUNDICIÓN DÚCTIL,ud,Codo FD j.elástica 1/16 D=350mm,Codo FD j.elástica 1/16 D=350mm,0.0,0.0,354.77,354.77,"codo, elástico, ",Básico,2004-05-01
P26PMC360,P/TUBERIA DE FUNDICIÓN DÚCTIL,ud,Codo FD j.elástica 1/16 D=400mm,Codo FD j.elástica 1/16 D=400mm,0.0,0.0,399.03,399.03,"elástico, codo, ",Básico,2004-05-01
P26PMC370,P/TUBERIA DE FUNDICIÓN DÚCTIL,ud,Codo FD j.elástica 1/16 D=450mm,Codo FD j.elástica 1/16 D=450mm,0.0,0.0,487.55,487.55,"elástico, codo, ",Básico,2004-05-01
P26PMC380,P/TUBERIA DE FUNDICIÓN DÚCTIL,ud,Codo FD j.elástica 1/16 D=500mm,Codo FD j.elástica 1/16 D=500mm,0.0,0.0,601.63,601.63,"codo, elástico, ",Básico,2004-05-01
P26PMC390,P/TUBERIA DE FUNDICIÓN DÚCTIL,ud,Codo FD j.elástica 1/16 D=600mm,Codo FD j.elástica 1/16 D=600mm,0.0,0.0,860.71,860.71,"elástico, codo, ",Básico,2004-05-01
P26PMC400,P/TUBERIA DE FUNDICIÓN DÚCTIL,ud,Codo FD j.elástica 1/32 D=60mm,Codo FD j.elástica 1/32 D=60mm,0.0,0.0,34.18,34.18,"elástico, codo, ",Básico,2004-05-01
P26PMC410,P/TUBERIA DE FUNDICIÓN DÚCTIL,ud,Codo FD j.elástica 1/32 D=80mm,Codo FD j.elástica 1/32 D=80mm,0.0,0.0,36.99,36.99,"codo, elástico, ",Básico,2004-05-01
P26PMC420,P/TUBERIA DE FUNDICIÓN DÚCTIL,ud,Codo FD j.elástica 1/32 D=100mm,Codo FD j.elástica 1/32 D=100mm,0.0,0.0,47.07,47.07,"codo, elástico, ",Básico,2004-05-01
P26PMC430,P/TUBERIA DE FUNDICIÓN DÚCTIL,ud,Codo FD j.elástica 1/32 D=125mm,Codo FD j.elástica 1/32 D=125mm,0.0,0.0,65.55,65.55,"elástico, codo, ",Básico,2004-05-01
P26PMC440,P/TUBERIA DE FUNDICIÓN DÚCTIL,ud,Codo FD j.elástica 1/32 D=150mm,Codo FD j.elástica 1/32 D=150mm,0.0,0.0,76.78,76.78,"elástico, codo, ",Básico,2004-05-01
P26PMC450,P/TUBERIA DE FUNDICIÓN DÚCTIL,ud,Codo FD j.elástica 1/32 D=200mm,Codo FD j.elástica 1/32 D=200mm,0.0,0.0,95.33,95.33,"elástico, codo, ",Básico,2004-05-01
P26PMC460,P/TUBERIA DE FUNDICIÓN DÚCTIL,ud,Codo FD j.elástica 1/32 D=250mm,Codo FD j.elástica 1/32 D=250mm,0.0,0.0,182.6,182.6,"elástico, codo, ",Básico,2004-05-01
P26PMC470,P/TUBERIA DE FUNDICIÓN DÚCTIL,ud,Codo FD j.elástica 1/32 D=300mm,Codo FD j.elástica 1/32 D=300mm,0.0,0.0,288.84,288.84,"elástico, codo, ",Básico,2004-05-01
P26PMC480,P/TUBERIA DE FUNDICIÓN DÚCTIL,ud,Codo FD j.elástica 1/32 D=350mm,Codo FD j.elástica 1/32 D=350mm,0.0,0.0,354.87,354.87,"codo, elástico, ",Básico,2004-05-01
P26PMC490,P/TUBERIA DE FUNDICIÓN DÚCTIL,ud,Codo FD j.elástica 1/32 D=400mm,Codo FD j.elástica 1/32 D=400mm,0.0,0.0,399.03,399.03,"codo, elástico, ",Básico,2004-05-01
P26PMC500,P/TUBERIA DE FUNDICIÓN DÚCTIL,ud,Codo FD j.elástica 1/32 D=450mm,Codo FD j.elástica 1/32 D=450mm,0.0,0.0,487.55,487.55,"elástico, codo, ",Básico,2004-05-01
P26PMC510,P/TUBERIA DE FUNDICIÓN DÚCTIL,ud,Codo FD j.elástica 1/32 D=500mm,Codo FD j.elástica 1/32 D=500mm,0.0,0.0,530.1,530.1,"elástico, codo, ",Básico,2004-05-01
P26PMC520,P/TUBERIA DE FUNDICIÓN DÚCTIL,ud,Codo FD j.elástica 1/32 D=600mm,Codo FD j.elástica 1/32 D=600mm,0.0,0.0,759.72,759.72,"elástico, codo, ",Básico,2004-05-01
P26PMC530,P/TUBERIA DE FUNDICIÓN DÚCTIL,ud,Codo FD j.emb. p/FD-PVC 1/4 D=60mm,Codo FD j.emb. p/FD-PVC 1/4 D=60mm,0.0,0.0,43.63,43.63,"codo, ",Básico,2004-05-01
P26PMC540,P/TUBERIA DE FUNDICIÓN DÚCTIL,ud,Codo FD j.emb. p/FD-PVC 1/4 D=80mm,Codo FD j.emb. p/FD-PVC 1/4 D=80mm,0.0,0.0,51.69,51.69,"codo, ",Básico,2004-05-01
P26PMC550,P/TUBERIA DE FUNDICIÓN DÚCTIL,ud,Codo FD j.emb. p/FD-PVC 1/4 D=100mm,Codo FD j.emb. p/FD-PVC 1/4 D=100mm,0.0,0.0,61.2,61.2,"codo, ",Básico,2004-05-01
P26PMC560,P/TUBERIA DE FUNDICIÓN DÚCTIL,ud,Codo FD j.emb. p/FD-PVC 1/4 D=125mm,Codo FD j.emb. p/FD-PVC 1/4 D=125mm,0.0,0.0,72.63,72.63,"codo, ",Básico,2004-05-01
P26PMC570,P/TUBERIA DE FUNDICIÓN DÚCTIL,ud,Codo FD j.emb. p/FD-PVC 1/4 D=150mm,Codo FD j.emb. p/FD-PVC 1/4 D=150mm,0.0,0.0,109.61,109.61,"codo, ",Básico,2004-05-01
P26PMC580,P/TUBERIA DE FUNDICIÓN DÚCTIL,ud,Codo FD j.emb. p/FD-PVC 1/4 D=200mm,Codo FD j.emb. p/FD-PVC 1/4 D=200mm,0.0,0.0,162.92,162.92,"codo, ",Básico,2004-05-01
P26PMC590,P/TUBERIA DE FUNDICIÓN DÚCTIL,ud,Codo FD j.emb. p/FD-PVC 1/4 D=250mm,Codo FD j.emb. p/FD-PVC 1/4 D=250mm,0.0,0.0,380.85,380.85,"codo, ",Básico,2004-05-01
P26PMC600,P/TUBERIA DE FUNDICIÓN DÚCTIL,ud,Codo FD j.emb. p/FD-PVC 1/4 D=300mm,Codo FD j.emb. p/FD-PVC 1/4 D=300mm,0.0,0.0,457.47,457.47,"codo, ",Básico,2004-05-01
P26PMC610,P/TUBERIA DE FUNDICIÓN DÚCTIL,ud,Codo FD j.emb. p/FD-PVC 1/4 D=350mm,Codo FD j.emb. p/FD-PVC 1/4 D=350mm,0.0,0.0,1205.03,1205.03,"codo, ",Básico,2004-05-01
P26PMC620,P/TUBERIA DE FUNDICIÓN DÚCTIL,ud,Codo FD j.emb. p/FD-PVC 1/4 D=400mm,Codo FD j.emb. p/FD-PVC 1/4 D=400mm,0.0,0.0,1549.88,1549.88,"codo, ",Básico,2004-05-01
P26PMC630,P/TUBERIA DE FUNDICIÓN DÚCTIL,ud,Codo FD j.emb. p/FD-PVC 1/4 D=450mm,Codo FD j.emb. p/FD-PVC 1/4 D=450mm,0.0,0.0,159.93,159.93,"codo, ",Básico,2004-05-01
P26PMC640,P/TUBERIA DE FUNDICIÓN DÚCTIL,ud,Codo FD j.emb. p/FD-PVC 1/4 D=500mm,Codo FD j.emb. p/FD-PVC 1/4 D=500mm,0.0,0.0,1668.22,1668.22,"codo, ",Básico,2004-05-01
P26PMC650,P/TUBERIA DE FUNDICIÓN DÚCTIL,ud,Codo FD j.emb. p/FD-PVC 1/4 D=600mm,Codo FD j.emb. p/FD-PVC 1/4 D=600mm,0.0,0.0,2633.87,2633.87,"codo, ",Básico,2004-05-01
P26PMC660,P/TUBERIA DE FUNDICIÓN DÚCTIL,ud,Codo FD j.emb. p/FD-PVC 1/8 D=60mm,Codo FD j.emb. p/FD-PVC 1/8 D=60mm,0.0,0.0,43.63,43.63,"codo, ",Básico,2004-05-01
P26PMC670,P/TUBERIA DE FUNDICIÓN DÚCTIL,ud,Codo FD j.emb. p/FD-PVC 1/8 D=80mm,Codo FD j.emb. p/FD-PVC 1/8 D=80mm,0.0,0.0,51.69,51.69,"codo, ",Básico,2004-05-01
P26PMC680,P/TUBERIA DE FUNDICIÓN DÚCTIL,ud,Codo FD j.emb. p/FD-PVC 1/8 D=100mm,Codo FD j.emb. p/FD-PVC 1/8 D=100mm,0.0,0.0,61.2,61.2,"codo, ",Básico,2004-05-01
P26PMC690,P/TUBERIA DE FUNDICIÓN DÚCTIL,ud,Codo FD j.emb. p/FD-PVC 1/8 D=125mm,Codo FD j.emb. p/FD-PVC 1/8 D=125mm,0.0,0.0,72.63,72.63,"codo, ",Básico,2004-05-01
P26PMC700,P/TUBERIA DE FUNDICIÓN DÚCTIL,ud,Codo FD j.emb. p/FD-PVC 1/8 D=150mm,Codo FD j.emb. p/FD-PVC 1/8 D=150mm,0.0,0.0,109.61,109.61,"codo, ",Básico,2004-05-01
P26PMC710,P/TUBERIA DE FUNDICIÓN DÚCTIL,ud,Codo FD j.emb. p/FD-PVC 1/8 D=200mm,Codo FD j.emb. p/FD-PVC 1/8 D=200mm,0.0,0.0,182.45,182.45,"codo, ",Básico,2004-05-01
P26PMC720,P/TUBERIA DE FUNDICIÓN DÚCTIL,ud,Codo FD j.emb. p/FD-PVC 1/8 D=250mm,Codo FD j.emb. p/FD-PVC 1/8 D=250mm,0.0,0.0,341.57,341.57,"codo, ",Básico,2004-05-01
P26PMC730,P/TUBERIA DE FUNDICIÓN DÚCTIL,ud,Codo FD j.emb. p/FD-PVC 1/8 D=300mm,Codo FD j.emb. p/FD-PVC 1/8 D=300mm,0.0,0.0,495.76,495.76,"codo, ",Básico,2004-05-01
P26PMC740,P/TUBERIA DE FUNDICIÓN DÚCTIL,ud,Codo FD j.emb. p/FD-PVC 1/8 D=350mm,Codo FD j.emb. p/FD-PVC 1/8 D=350mm,0.0,0.0,599.5,599.5,"codo, ",Básico,2004-05-01
P26PMC750,P/TUBERIA DE FUNDICIÓN DÚCTIL,ud,Codo FD j.emb. p/FD-PVC 1/8 D=400mm,Codo FD j.emb. p/FD-PVC 1/8 D=400mm,0.0,0.0,657.06,657.06,"codo, ",Básico,2004-05-01
P26PMC760,P/TUBERIA DE FUNDICIÓN DÚCTIL,ud,Codo FD j.emb. p/FD-PVC 1/8 D=450mm,Codo FD j.emb. p/FD-PVC 1/8 D=450mm,0.0,0.0,961.28,961.28,"codo, ",Básico,2004-05-01
P26PMC770,P/TUBERIA DE FUNDICIÓN DÚCTIL,ud,Codo FD j.emb. p/FD-PVC 1/8 D=500mm,Codo FD j.emb. p/FD-PVC 1/8 D=500mm,0.0,0.0,1272.83,1272.83,"codo, ",Básico,2004-05-01
P26PMC780,P/TUBERIA DE FUNDICIÓN DÚCTIL,ud,Codo FD j.emb. p/FD-PVC 1/8 D=600mm,Codo FD j.emb. p/FD-PVC 1/8 D=600mm,0.0,0.0,1687.6,1687.6,"codo, ",Básico,2004-05-01
P26PMC790,P/TUBERIA DE FUNDICIÓN DÚCTIL,ud,Codo FD j.emb. p/FD-PVC 1/16 D=60mm,Codo FD j.emb. p/FD-PVC 1/16 D=60mm,0.0,0.0,40.05,40.05,"codo, ",Básico,2004-05-01
P26PMC800,P/TUBERIA DE FUNDICIÓN DÚCTIL,ud,Codo FD j.emb. p/FD-PVC 1/16 D=80mm,Codo FD j.emb. p/FD-PVC 1/16 D=80mm,0.0,0.0,47.38,47.38,"codo, ",Básico,2004-05-01
P26PMC810,P/TUBERIA DE FUNDICIÓN DÚCTIL,ud,Codo FD j.emb. p/FD-PVC 1/16 D=100mm,Codo FD j.emb. p/FD-PVC 1/16 D=100mm,0.0,0.0,55.28,55.28,"codo, ",Básico,2004-05-01
P26PMC820,P/TUBERIA DE FUNDICIÓN DÚCTIL,ud,Codo FD j.emb. p/FD-PVC 1/16 D=125mm,Codo FD j.emb. p/FD-PVC 1/16 D=125mm,0.0,0.0,62.24,62.24,"codo, ",Básico,2004-05-01
P26PMC830,P/TUBERIA DE FUNDICIÓN DÚCTIL,ud,Codo FD j.emb. p/FD-PVC 1/16 D=150mm,Codo FD j.emb. p/FD-PVC 1/16 D=150mm,0.0,0.0,86.9,86.9,"codo, ",Básico,2004-05-01
P26PMC840,P/TUBERIA DE FUNDICIÓN DÚCTIL,ud,Codo FD j.emb. p/FD-PVC 1/16 D=200mm,Codo FD j.emb. p/FD-PVC 1/16 D=200mm,0.0,0.0,130.19,130.19,"codo, ",Básico,2004-05-01
P26PMC850,P/TUBERIA DE FUNDICIÓN DÚCTIL,ud,Codo FD j.emb. p/FD-PVC 1/16 D=250mm,Codo FD j.emb. p/FD-PVC 1/16 D=250mm,0.0,0.0,251.23,251.23,"codo, ",Básico,2004-05-01
P26PMC860,P/TUBERIA DE FUNDICIÓN DÚCTIL,ud,Codo FD j.emb. p/FD-PVC 1/16 D=300mm,Codo FD j.emb. p/FD-PVC 1/16 D=300mm,0.0,0.0,380.85,380.85,"codo, ",Básico,2004-05-01
P26PMC870,P/TUBERIA DE FUNDICIÓN DÚCTIL,ud,Codo FD j.emb. p/FD-PVC 1/16 D=350mm,Codo FD j.emb. p/FD-PVC 1/16 D=350mm,0.0,0.0,524.75,524.75,"codo, ",Básico,2004-05-01
P26PMC880,P/TUBERIA DE FUNDICIÓN DÚCTIL,ud,Codo FD j.emb. p/FD-PVC 1/16 D=400mm,Codo FD j.emb. p/FD-PVC 1/16 D=400mm,0.0,0.0,577.11,577.11,"codo, ",Básico,2004-05-01
P26PMC890,P/TUBERIA DE FUNDICIÓN DÚCTIL,ud,Codo FD j.emb. p/FD-PVC 1/16 D=450mm,Codo FD j.emb. p/FD-PVC 1/16 D=450mm,0.0,0.0,828.03,828.03,"codo, ",Básico,2004-05-01
P26PMC900,P/TUBERIA DE FUNDICIÓN DÚCTIL,ud,Codo FD j.emb. p/FD-PVC 1/16 D=500mm,Codo FD j.emb. p/FD-PVC 1/16 D=500mm,0.0,0.0,851.82,851.82,"codo, ",Básico,2004-05-01
P26PMC910,P/TUBERIA DE FUNDICIÓN DÚCTIL,ud,Codo FD j.emb. p/FD-PVC 1/16 D=600mm,Codo FD j.emb. p/FD-PVC 1/16 D=600mm,0.0,0.0,1391.74,1391.74,"codo, ",Básico,2004-05-01
P26PMC920,P/TUBERIA DE FUNDICIÓN DÚCTIL,ud,Codo FD j.emb. p/FD-PVC 1/32 D=60mm,Codo FD j.emb. p/FD-PVC 1/32 D=60mm,0.0,0.0,40.05,40.05,"codo, ",Básico,2004-05-01
P26PMC930,P/TUBERIA DE FUNDICIÓN DÚCTIL,ud,Codo FD j.emb. p/FD-PVC 1/32 D=80mm,Codo FD j.emb. p/FD-PVC 1/32 D=80mm,0.0,0.0,47.37,47.37,"codo, ",Básico,2004-05-01
P26PMC941,P/TUBERIA DE FUNDICIÓN DÚCTIL,ud,Codo FD j.emb. p/FD-PVC 1/32 D=100mm,Codo FD j.emb. p/FD-PVC 1/32 D=100mm,0.0,0.0,55.27,55.27,"codo, ",Básico,2004-05-01
P26PMC952,P/TUBERIA DE FUNDICIÓN DÚCTIL,ud,Codo FD j.emb. p/FD-PVC 1/32 D=125mm,Codo FD j.emb. p/FD-PVC 1/32 D=125mm,0.0,0.0,62.24,62.24,"codo, ",Básico,2004-05-01
P26PMC963,P/TUBERIA DE FUNDICIÓN DÚCTIL,ud,Codo FD j.emb. p/FD-PVC 1/32 D=150mm,Codo FD j.emb. p/FD-PVC 1/32 D=150mm,0.0,0.0,86.9,86.9,"codo, ",Básico,2004-05-01
P26PMC974,P/TUBERIA DE FUNDICIÓN DÚCTIL,ud,Codo FD j.emb. p/FD-PVC 1/32 D=200mm,Codo FD j.emb. p/FD-PVC 1/32 D=200mm,0.0,0.0,129.15,129.15,"codo, ",Básico,2004-05-01
P26PMC985,P/TUBERIA DE FUNDICIÓN DÚCTIL,ud,Codo FD j.emb. p/FD-PVC 1/32 D=250mm,Codo FD j.emb. p/FD-PVC 1/32 D=250mm,0.0,0.0,251.23,251.23,"codo, ",Básico,2004-05-01
P26PMC990,P/TUBERIA DE FUNDICIÓN DÚCTIL,ud,Codo FD j.emb. p/FD-PVC 1/32 D=600mm,Codo FD j.emb. p/FD-PVC 1/32 D=600mm,0.0,0.0,899.24,899.24,"codo, ",Básico,2004-05-01
P26PML#,CODOS,,COLLARINES,COLLARINES,0.0,0.0,0.0,0.0,"collarín, ",Capítulo,2004-05-01
P26PML010,CODOS,ud,Collarín FD p/fundición D=60mm,Collarín FD p/fundición D=60mm,0.0,0.0,24.25,24.25,"collarín, ",Básico,2004-05-01
P26PML020,CODOS,ud,Collarín FD p/fundición D=80mm,Collarín FD p/fundición D=80mm,0.0,0.0,26.55,26.55,"collarín, ",Básico,2004-05-01
P26PML030,CODOS,ud,Collarín FD p/fundición D=100mm,Collarín FD p/fundición D=100mm,0.0,0.0,27.27,27.27,"collarín, ",Básico,2004-05-01
P26PML040,CODOS,ud,Collarín FD p/fundición D=125mm,Collarín FD p/fundición D=125mm,0.0,0.0,28.28,28.28,"collarín, ",Básico,2004-05-01
P26PML050,CODOS,ud,Collarín FD p/fundición D=150mm,Collarín FD p/fundición D=150mm,0.0,0.0,28.68,28.68,"collarín, ",Básico,2004-05-01
P26PML060,CODOS,ud,Collarín FD p/fundición D=200mm,Collarín FD p/fundición D=200mm,0.0,0.0,40.16,40.16,"collarín, ",Básico,2004-05-01
P26PML070,CODOS,ud,Collarín FD p/fundición D=250mm,Collarín FD p/fundición D=250mm,0.0,0.0,62.24,62.24,"collarín, ",Básico,2004-05-01
P26PML080,CODOS,ud,Collarín FD p/fundición D=300mm,Collarín FD p/fundición D=300mm,0.0,0.0,68.68,68.68,"collarín, ",Básico,2004-05-01
P26PMP#,COLLARINES,,TAPONES,TAPONES,0.0,0.0,0.0,0.0,"tapón, ",Capítulo,2004-05-01
P26PMP010,COLLARINES,ud,Tapón FD j.embrid.p/FD-PVC D=60mm,Tapón FD j.embrid.p/FD-PVC D=60mm,0.0,0.0,10.49,10.49,"tapón, ",Básico,2004-05-01
P26PMP020,COLLARINES,ud,Tapón FD j.embrid.p/FD-PVC D=80mm,Tapón FD j.embrid.p/FD-PVC D=80mm,0.0,0.0,12.73,12.73,"tapón, ",Básico,2004-05-01
P26PMP030,COLLARINES,ud,Tapón FD j.embrid.p/FD-PVC D=100mm,Tapón FD j.embrid.p/FD-PVC D=100mm,0.0,0.0,16.31,16.31,"tapón, ",Básico,2004-05-01
P26PMP040,COLLARINES,ud,Tapón FD j.embrid.p/FD-PVC D=125mm,Tapón FD j.embrid.p/FD-PVC D=125mm,0.0,0.0,20.36,20.36,"tapón, ",Básico,2004-05-01
P26PMP050,COLLARINES,ud,Tapón FD j.embrid.p/FD-PVC D=150mm,Tapón FD j.embrid.p/FD-PVC D=150mm,0.0,0.0,23.95,23.95,"tapón, ",Básico,2004-05-01
P26PMP060,COLLARINES,ud,Tapón FD j.embrid.p/FD-PVC D=200mm,Tapón FD j.embrid.p/FD-PVC D=200mm,0.0,0.0,33.51,33.51,"tapón, ",Básico,2004-05-01
P26PMP070,COLLARINES,ud,Tapón FD j.embrid.p/FD-PVC D=250mm,Tapón FD j.embrid.p/FD-PVC D=250mm,0.0,0.0,58.29,58.29,"tapón, ",Básico,2004-05-01
P26PMP080,COLLARINES,ud,Tapón FD j.embrid.p/FD-PVC D=300mm,Tapón FD j.embrid.p/FD-PVC D=300mm,0.0,0.0,72.21,72.21,"tapón, ",Básico,2004-05-01
P26PMP090,COLLARINES,ud,Tapón FD j.embrid.p/FD-PVC D=350mm,Tapón FD j.embrid.p/FD-PVC D=350mm,0.0,0.0,91.73,91.73,"tapón, ",Básico,2004-05-01
P26PMP100,COLLARINES,ud,Tapón FD j.embrid.p/FD-PVC D=400mm,Tapón FD j.embrid.p/FD-PVC D=400mm,0.0,0.0,143.49,143.49,"tapón, ",Básico,2004-05-01
P26PMP110,COLLARINES,ud,Tapón FD j.embrid.p/FD-PVC D=450mm,Tapón FD j.embrid.p/FD-PVC D=450mm,0.0,0.0,172.73,172.73,"tapón, ",Básico,2004-05-01
P26PMP120,COLLARINES,ud,Tapón FD j.embrid.p/FD-PVC D=500mm,Tapón FD j.embrid.p/FD-PVC D=500mm,0.0,0.0,226.66,226.66,"tapón, ",Básico,2004-05-01
P26PMP130,COLLARINES,ud,Tapón FD j.embrid.p/FD-PVC D=600mm,Tapón FD j.embrid.p/FD-PVC D=600mm,0.0,0.0,351.96,351.96,"tapón, ",Básico,2004-05-01
P26PMR#,TAPONES,,REDUCCIONES,REDUCCIONES,0.0,0.0,0.0,0.0,"reducción, ",Capítulo,2004-05-01
